conf;p_ha;p_nha;r_ha;r_nha
0.0;0.14540059347181009;0.08291873963515754;0.98;0.9433962264150944
0.001001001001001001;0.14542666663273382;0.08291873963515754;0.98;0.9433962264150944
0.002002002002002002;0.21156061049267144;0.11128296179428206;0.97;0.9056603773584906
0.003003003003003003;0.26264979126363586;0.1300838454917242;0.97;0.9056603773584906
0.004004004004004004;0.3068973381424724;0.15276811986232913;0.97;0.9056603773584906
0.005005005005005005;0.33255657069978395;0.17652361730566726;0.96;0.8867924528301887
0.006006006006006006;0.35930883412009457;0.20940326869496415;0.96;0.8679245283018868
0.007007007007007007;0.3822952348276843;0.22747176318296555;0.96;0.8679245283018868
0.008008008008008008;0.4057094213170341;0.25107500174058833;0.96;0.8490566037735849
0.009009009009009009;0.427784081329062;0.2659233861264133;0.96;0.8270523668455863
0.01001001001001001;0.45446667871061264;0.2855438856425833;0.95;0.8113207547169812
0.011011011011011011;0.46708980871633987;0.2992412149873311;0.95;0.7924528301886793
0.012012012012012012;0.47582233032166354;0.31243013983850315;0.95;0.7924528301886793
0.013013013013013013;0.4801719539321087;0.3217628227938756;0.95;0.7924528301886793
0.014014014014014014;0.48704663047803703;0.3319349515037202;0.95;0.7924528301886793
0.015015015015015015;0.49625711820661655;0.34516977208255056;0.94;0.7924528301886793
0.016016016016016016;0.49889943951482374;0.35313601738473055;0.94;0.7924528301886793
0.017017017017017015;0.5017924686261418;0.3615354087971687;0.94;0.7924528301886793
0.018018018018018018;0.5064579558123967;0.36981695992993563;0.94;0.7924528301886793
0.01901901901901902;0.5132909057539095;0.37599565598866863;0.94;0.7924528301886793
0.02002002002002002;0.5214135796566997;0.37771371938638865;0.94;0.7924528301886793
0.02102102102102102;0.5258468615552625;0.3793720713394318;0.94;0.7924528301886793
0.022022022022022022;0.542480459782028;0.3809927475922279;0.94;0.7924528301886793
0.023023023023023025;0.5468980866079691;0.3836293858328721;0.94;0.7924528301886793
0.024024024024024024;0.5495071966942958;0.3939193118552415;0.94;0.7924528301886793
0.025025025025025023;0.5567127713885172;0.3998501559007822;0.94;0.7924528301886793
0.026026026026026026;0.5656857376106637;0.40378193140098795;0.94;0.7924528301886793
0.02702702702702703;0.5713828248030248;0.4101608296411558;0.94;0.7924528301886793
0.028028028028028028;0.5804660150673007;0.4192962430896849;0.94;0.7924528301886793
0.029029029029029027;0.5820814220129034;0.42282630238714963;0.94;0.7924528301886793
0.03003003003003003;0.583696828958506;0.43207500683633737;0.94;0.7924528301886793
0.031031031031031032;0.5952967002789868;0.4340306418041398;0.94;0.7924528301886793
0.03203203203203203;0.5972547635017729;0.435160576243847;0.94;0.7924528301886793
0.03303303303303303;0.5998087862115921;0.43629051068355423;0.94;0.7924528301886793
0.03403403403403403;0.6073563201371692;0.43742044512326145;0.94;0.7924528301886793
0.035035035035035036;0.615196143880216;0.44723068313945874;0.94;0.7924528301886793
0.036036036036036036;0.6171737322797622;0.4489246544306906;0.94;0.7924528301886793
0.037037037037037035;0.6218487954283751;0.45061862572192246;0.94;0.7924528301886793
0.03803803803803804;0.6242865084772001;0.4522078205402331;0.94;0.7924528301886793
0.03903903903903904;0.6261936573837925;0.45364812609891947;0.94;0.7924528301886793
0.04004004004004004;0.6281605878250852;0.4550884316576059;0.94;0.7924528301886793
0.04104104104104104;0.630147235468518;0.4565463226531885;0.94;0.7924528301886793
0.04204204204204204;0.6321252551360703;0.4613933124579967;0.94;0.7919950824147065
0.043043043043043044;0.6340983141086305;0.44977349780352754;0.94;0.7547169811320755
0.044044044044044044;0.6359989071947098;0.4551446211907115;0.94;0.7547169811320755
0.04504504504504504;0.6378192491489861;0.4582326683160422;0.94;0.7547169811320755
0.04604604604604605;0.6395738347755449;0.462332740396237;0.94;0.7547169811320755
0.04704704704704705;0.6407429619436082;0.4763677405256164;0.94;0.7547169811320755
0.04804804804804805;0.6419120891116715;0.4774466119647393;0.94;0.7547169811320755
0.04904904904904905;0.6430812162797348;0.47852548340386214;0.94;0.7547169811320755
0.050050050050050046;0.6449735355769651;0.47960435484298497;0.94;0.7547169811320755
0.05105105105105105;0.6481813618089654;0.48068322628210786;0.94;0.7547169811320755
0.05205205205205205;0.6529760212342313;0.4817620977212307;0.94;0.7547169811320755
0.05305305305305305;0.6538113576392082;0.4837463129014109;0.94;0.7547169811320755
0.05405405405405406;0.6546466940441851;0.4858947059497597;0.94;0.7547169811320755
0.055055055055055056;0.6554820304491619;0.4884840741925394;0.94;0.7547169811320755
0.056056056056056056;0.6563173668541388;0.49479244376664894;0.94;0.7547169811320755
0.057057057057057055;0.6571527032591157;0.5002486135181317;0.94;0.7547169811320755
0.058058058058058054;0.6620746264047772;0.5010478882654918;0.94;0.7547169811320755
0.05905905905905906;0.6627077085397682;0.5018471630128521;0.94;0.7547169811320755
0.06006006006006006;0.6633407906747593;0.5026464377602123;0.94;0.7547169811320755
0.06106106106106106;0.6639738728097503;0.5034457125075726;0.94;0.7547169811320755
0.062062062062062065;0.6646069549447413;0.5042449872549328;0.94;0.7547169811320755
0.06306306306306306;0.6652400370797323;0.5050442620022931;0.94;0.7547169811320755
0.06406406406406406;0.6658731192147234;0.5058435367496533;0.94;0.7547169811320755
0.06506506506506507;0.6665062013497145;0.5080957225930499;0.94;0.7547169811320755
0.06606606606606606;0.6714836628999403;0.5125968912959573;0.94;0.7547169811320755
0.06706706706706707;0.6723261686960234;0.5197244851390356;0.94;0.7547169811320755
0.06806806806806806;0.6731686744921064;0.5211682683379328;0.94;0.7547169811320755
0.06906906906906907;0.6740111802881894;0.5226120515368302;0.94;0.7547169811320755
0.07007007007007007;0.6748536860842723;0.5240558347357275;0.94;0.7547169811320755
0.07107107107107107;0.6756961918803553;0.5254996179346249;0.94;0.7547169811320755
0.07207207207207207;0.6795511699878816;0.5284343498047503;0.94;0.7547169811320755
0.07307307307307308;0.6834786050415875;0.5333079715163566;0.94;0.7547169811320755
0.07407407407407407;0.6862235839773989;0.5349532015108976;0.94;0.7547169811320755
0.07507507507507508;0.6884363453621185;0.5365815434091656;0.94;0.7547169811320755
0.07607607607607608;0.690649106746838;0.5382098853074335;0.94;0.7547169811320755
0.07707707707707707;0.6930208472453353;0.5398382272057015;0.94;0.7547169811320755
0.07807807807807808;0.6954423325868081;0.5409518777452391;0.94;0.7547169811320755
0.07907907907907907;0.6979332690287678;0.5416751789814851;0.94;0.7547169811320755
0.08008008008008008;0.7004620414521839;0.542398480217731;0.94;0.7547169811320755
0.08108108108108109;0.70190211357731;0.5431217814539768;0.94;0.7547169811320755
0.08208208208208208;0.7025933912676453;0.5438450826902228;0.94;0.7547169811320755
0.08308308308308308;0.7032846689579806;0.5445683839264687;0.94;0.7547169811320755
0.08408408408408408;0.703975946648316;0.5452916851627145;0.94;0.7547169811320755
0.08508508508508508;0.7046672243386513;0.5460149863989605;0.94;0.7547169811320755
0.08608608608608609;0.7053585020289865;0.5467382876352064;0.94;0.7547169811320755
0.08708708708708708;0.7060497797193218;0.5474615888714522;0.94;0.7547169811320755
0.08808808808808809;0.7067410574096571;0.5481215314490333;0.94;0.7547169811320755
0.0890890890890891;0.7085827372075867;0.5486536339568732;0.94;0.7547169811320755
0.09009009009009009;0.7104691246527503;0.5491857364647129;0.94;0.7547169811320755
0.09109109109109109;0.7124706610850852;0.5497178389725527;0.94;0.7547169811320755
0.0920920920920921;0.7152841318649609;0.5502499414803925;0.94;0.7547169811320755
0.09309309309309309;0.7176846721692057;0.5507820439882323;0.94;0.7547169811320755
0.0940940940940941;0.71834811751382;0.551314146496072;0.94;0.7547169811320755
0.09509509509509509;0.7190115628584344;0.5518462490039119;0.94;0.7547169811320755
0.0960960960960961;0.7196750082030486;0.5523783515117516;0.94;0.7547169811320755
0.0970970970970971;0.7203384535476629;0.5529104540195914;0.94;0.7547169811320755
0.0980980980980981;0.7210018988922773;0.5534425565274311;0.94;0.7547169811320755
0.0990990990990991;0.7216653442368915;0.553974659035271;0.94;0.7547169811320755
0.10010010010010009;0.7223287895815058;0.5545067615431107;0.94;0.7547169811320755
0.1011011011011011;0.7229922349261202;0.5550388640509505;0.94;0.7547169811320755
0.1021021021021021;0.7235144095291357;0.5559596234669519;0.94;0.7547169811320755
0.1031031031031031;0.7240159123236685;0.5636533867922374;0.94;0.7547169811320755
0.1041041041041041;0.7245174151182011;0.5642368103935995;0.94;0.7547169811320755
0.10510510510510511;0.7250189179127339;0.5648202339949616;0.94;0.7547169811320755
0.1061061061061061;0.7255204207072665;0.5654036575963237;0.94;0.7547169811320755
0.10710710710710711;0.7260219235017992;0.5659870811976858;0.94;0.7547169811320755
0.10810810810810811;0.7265234262963319;0.5665705047990479;0.94;0.7547169811320755
0.1091091091091091;0.7270249290908646;0.56715392840041;0.94;0.7547169811320755
0.11011011011011011;0.7275264318853973;0.5677373520017722;0.94;0.7547169811320755
0.1111111111111111;0.72802793467993;0.5683207756031343;0.94;0.7547169811320755
0.11211211211211211;0.7285294374744627;0.5689041992044964;0.94;0.7547169811320755
0.11311311311311312;0.7333688895436024;0.5694876228058585;0.94;0.7547169811320755
0.11411411411411411;0.7349820675842944;0.5700710464072206;0.94;0.7547169811320755
0.11511511511511512;0.735695671977806;0.5706544700085827;0.94;0.7547169811320755
0.11611611611611611;0.7364092763713177;0.5712378936099448;0.94;0.7547169811320755
0.11711711711711711;0.7371228807648293;0.5742332773459472;0.94;0.7547169811320755
0.11811811811811812;0.7378364851583411;0.5783996661373931;0.94;0.7547169811320755
0.11911911911911911;0.7385500895518528;0.5866113709628648;0.94;0.7547169811320755
0.12012012012012012;0.7392636939453644;0.5929596689225559;0.94;0.7547169811320755
0.12112112112112113;0.7399772983388762;0.5976551436981572;0.94;0.7547169811320755
0.12212212212212212;0.7407365034802317;0.5999409628048659;0.94;0.7547169811320755
0.12312312312312312;0.7415111118603507;0.6022267819115746;0.94;0.7547169811320755
0.12412412412412413;0.7422857202404697;0.6045126010182834;0.94;0.7547169811320755
0.12512512512512514;0.7430603286205888;0.6062344202886906;0.94;0.7547169811320755
0.12612612612612611;0.7438349370007078;0.6067729135253356;0.94;0.7547169811320755
0.12712712712712712;0.7446095453808268;0.6073114067619806;0.94;0.7547169811320755
0.12812812812812813;0.7453841537609458;0.6078498999986256;0.94;0.7547169811320755
0.12912912912912913;0.7460937703420841;0.6083883932352707;0.94;0.7547169811320755
0.13013013013013014;0.7464720259099533;0.6089268864719157;0.94;0.7547169811320755
0.13113113113113112;0.7468502814778226;0.6094653797085607;0.94;0.7547169811320755
0.13213213213213212;0.7472285370456919;0.6100038729452057;0.94;0.7547169811320755
0.13313313313313313;0.7476067926135612;0.6105423661818508;0.94;0.7547169811320755
0.13413413413413414;0.7479850481814305;0.6110808594184958;0.94;0.7547169811320755
0.13513513513513514;0.7483633037492998;0.6116193526551408;0.94;0.7547169811320755
0.13613613613613612;0.748741559317169;0.6121578458917858;0.94;0.7547169811320755
0.13713713713713713;0.7491198148850383;0.6126963391284308;0.94;0.7547169811320755
0.13813813813813813;0.7494980704529076;0.6132348323650758;0.94;0.7547169811320755
0.13913913913913914;0.7498763260207769;0.6137733256017208;0.94;0.7547169811320755
0.14014014014014015;0.7502545815886462;0.6143118188383658;0.94;0.7547169811320755
0.14114114114114115;0.7506328371565155;0.6148503120750108;0.94;0.7547169811320755
0.14214214214214213;0.7510110927243848;0.6154163200521704;0.94;0.7547169811320755
0.14314314314314314;0.751389348292254;0.6194910327819424;0.94;0.7547169811320755
0.14414414414414414;0.7517676038601233;0.6235657455117145;0.94;0.7547169811320755
0.14514514514514515;0.7523552926087124;0.632789700972248;0.94;0.7547169811320755
0.14614614614614616;0.7532766688222202;0.6399486093011332;0.94;0.7547169811320755
0.14714714714714713;0.7541980450357281;0.6486111670341246;0.94;0.7547169811320755
0.14814814814814814;0.7551194212492359;0.6616982406223207;0.94;0.7547169811320755
0.14914914914914915;0.7560407974627437;0.666215908887944;0.94;0.7532116202484171
0.15015015015015015;0.7569621736762515;0.6651417634764745;0.94;0.7496243799119998
0.15115115115115116;0.7578835498897594;0.6640676180650049;0.94;0.7460371395755824
0.15215215215215216;0.7582727219992818;0.6629934726535353;0.94;0.742449899239165
0.15315315315315314;0.7585318162079449;0.6619193272420657;0.94;0.7388626589027478
0.15415415415415415;0.7587909104166078;0.6612298427264249;0.94;0.7358490566037735
0.15515515515515516;0.759050004625271;0.6625611707865371;0.94;0.7358490566037735
0.15615615615615616;0.7593090988339339;0.6638924988466492;0.94;0.7358490566037735
0.15715715715715717;0.7595681930425969;0.6652238269067614;0.94;0.7358490566037735
0.15815815815815815;0.75982728725126;0.6665551549668735;0.94;0.7358490566037735
0.15915915915915915;0.760086381459923;0.6678864830269856;0.94;0.7358490566037735
0.16016016016016016;0.7603454756685861;0.6692178110870978;0.94;0.7358490566037735
0.16116116116116116;0.7606045698772491;0.6705491391472099;0.94;0.7358490566037735
0.16216216216216217;0.7608636640859121;0.6718804672073221;0.94;0.7358490566037735
0.16316316316316315;0.7611227582945752;0.6755789516545962;0.94;0.7358490566037735
0.16416416416416416;0.7613818525032382;0.6808594691569545;0.94;0.7358490566037735
0.16516516516516516;0.7616409467119013;0.6851640679370368;0.94;0.7358490566037735
0.16616616616616617;0.7619000409205643;0.6877737060346145;0.94;0.7358490566037735
0.16716716716716717;0.7621591351292274;0.6903833441321922;0.94;0.7358490566037735
0.16816816816816815;0.7624182293378904;0.6929929822297698;0.94;0.7358490566037735
0.16916916916916916;0.7626773235465534;0.6956026203273475;0.94;0.7358490566037735
0.17017017017017017;0.7629364177552165;0.6969331007272316;0.94;0.7358490566037735
0.17117117117117117;0.7631955119638795;0.6976712565145526;0.94;0.7358490566037735
0.17217217217217218;0.7634546061725426;0.6984094123018736;0.94;0.7358490566037735
0.17317317317317318;0.7637137003812056;0.6991475680891946;0.94;0.7358490566037735
0.17417417417417416;0.7639727945898686;0.6998857238765156;0.94;0.7358490566037735
0.17517517517517517;0.7642121897796952;0.7006238796638367;0.9399200413221053;0.7358490566037735
0.17617617617617617;0.7632693823931053;0.7013620354511576;0.935041500755496;0.7358490566037735
0.17717717717717718;0.7623265750065155;0.7021001912384787;0.9301629601888867;0.7358490566037735
0.1781781781781782;0.7625640673627719;0.7028383470257997;0.93;0.7358490566037735
0.17917917917917917;0.7628423483078405;0.7035765028131207;0.93;0.7358490566037735
0.18018018018018017;0.763120629252909;0.7043146586004417;0.93;0.7358490566037735
0.18118118118118118;0.7633989101979776;0.7050528143877627;0.93;0.7358490566037735
0.18218218218218218;0.7636771911430461;0.7057909701750837;0.93;0.7358490566037735
0.1831831831831832;0.7639554720881147;0.7065291259624047;0.93;0.7358490566037735
0.1841841841841842;0.7642337530331831;0.7072672817497258;0.93;0.7358490566037735
0.18518518518518517;0.7645120339782516;0.7080054375370467;0.93;0.7358490566037735
0.18618618618618618;0.7647903149233202;0.7087435933243678;0.93;0.7358490566037735
0.1871871871871872;0.7650685958683887;0.7093254592712207;0.93;0.7358490566037735
0.1881881881881882;0.7653468768134573;0.7097684399380133;0.93;0.7358490566037735
0.1891891891891892;0.7656251577585258;0.7102114206048059;0.93;0.7358490566037735
0.19019019019019018;0.7659034387035943;0.7106544012715984;0.93;0.7358490566037735
0.19119119119119118;0.7661817196486629;0.711097381938391;0.93;0.7358490566037735
0.1921921921921922;0.7664600005937314;0.7115403626051836;0.93;0.7358490566037735
0.1931931931931932;0.7667382815388;0.7119833432719762;0.93;0.7358490566037735
0.1941941941941942;0.7670165624838685;0.7124263239387687;0.93;0.7358490566037735
0.19519519519519518;0.7672948434289371;0.7128693046055613;0.93;0.7358490566037735
0.1961961961961962;0.7675731243740056;0.7133122852723539;0.93;0.7358490566037735
0.1971971971971972;0.7678514053190741;0.7137552659391465;0.93;0.7358490566037735
0.1981981981981982;0.7681296862641426;0.714198246605939;0.93;0.7358490566037735
0.1991991991991992;0.7684079672092111;0.7146412272727316;0.93;0.7358490566037735
0.20020020020020018;0.768788461788655;0.7150842079395242;0.93;0.7358490566037735
0.2012012012012012;0.7693786065070819;0.7155271886063168;0.93;0.7358490566037735
0.2022022022022022;0.7699687512255087;0.7159701692731094;0.93;0.7358490566037735
0.2032032032032032;0.7705588959439356;0.7164131499399019;0.93;0.7358490566037735
0.2042042042042042;0.7711490406623623;0.7168561306066945;0.93;0.7358490566037735
0.20520520520520522;0.7717391853807891;0.7172991112734871;0.93;0.7358490566037735
0.2062062062062062;0.772329330099216;0.7177420919402797;0.93;0.7358490566037735
0.2072072072072072;0.7729194748176428;0.7181850726070722;0.93;0.7358490566037735
0.2082082082082082;0.7735096195360697;0.7186280532738648;0.93;0.7358490566037735
0.2092092092092092;0.7740997642544964;0.7190710339406574;0.93;0.7358490566037735
0.21021021021021022;0.7746899089729232;0.71951401460745;0.93;0.7358490566037735
0.2112112112112112;0.7749252510025727;0.7199569952742425;0.9296046608580512;0.7358490566037735
0.2122122122122122;0.7747677357567397;0.7203999759410351;0.9287715802245348;0.7358490566037735
0.2132132132132132;0.7746102205109069;0.7208429566078277;0.9279384995910183;0.7358490566037735
0.21421421421421422;0.7744527052650739;0.7212859372746203;0.9271054189575019;0.7358490566037735
0.21521521521521522;0.774295190019241;0.7217289179414129;0.9262723383239855;0.7358490566037735
0.21621621621621623;0.774137674773408;0.7221718986082054;0.9254392576904691;0.7358490566037735
0.2172172172172172;0.773980159527575;0.7250990370105994;0.9246061770569526;0.7358490566037735
0.2182182182182182;0.7738226442817422;0.7283445494092312;0.9237730964234362;0.7358490566037735
0.21921921921921922;0.7736651290359092;0.7315900618078629;0.9229400157899198;0.7358490566037735
0.22022022022022023;0.7735076137900763;0.7348355742064947;0.9221069351564034;0.7358490566037735
0.22122122122122123;0.7733500985442433;0.7393948396505415;0.9212738545228869;0.7358490566037735
0.2222222222222222;0.7731925832984105;0.7445506318371017;0.9204407738893705;0.7358490566037735
0.22322322322322322;0.7735308715313285;0.749706424023662;0.92;0.7358490566037735
0.22422422422422422;0.7744262167890201;0.7506395697925536;0.92;0.7358490566037735
0.22522522522522523;0.7753215620467118;0.7513177561990478;0.92;0.7358490566037735
0.22622622622622623;0.7762169073044033;0.7519959426055419;0.92;0.7358490566037735
0.2272272272272272;0.7771122525620949;0.752674129012036;0.92;0.7358490566037735
0.22822822822822822;0.7780075978197865;0.7533523154185302;0.92;0.7358490566037735
0.22922922922922923;0.7789029430774781;0.7540305018250243;0.92;0.7358490566037735
0.23023023023023023;0.7796779771497844;0.7547086882315184;0.92;0.7358490566037735
0.23123123123123124;0.7797885991493562;0.7553868746380126;0.92;0.7358490566037735
0.23223223223223222;0.779899221148928;0.7560650610445067;0.92;0.7358490566037735
0.23323323323323322;0.7800098431484997;0.7567432474510007;0.92;0.7358490566037735
0.23423423423423423;0.7801204651480715;0.7574214338574949;0.92;0.7358490566037735
0.23523523523523523;0.7802310871476433;0.758099620263989;0.92;0.7358490566037735
0.23623623623623624;0.7803417091472151;0.7587778066704831;0.92;0.7358490566037735
0.23723723723723725;0.7804523311467869;0.7594559930769773;0.92;0.7358490566037735
0.23823823823823823;0.7805629531463587;0.7601341794834714;0.92;0.7358490566037735
0.23923923923923923;0.7806735751459305;0.7608123658899655;0.92;0.7358490566037735
0.24024024024024024;0.7807841971455022;0.7614905522964597;0.92;0.7358490566037735
0.24124124124124124;0.780894819145074;0.7621687387029538;0.92;0.7358490566037735
0.24224224224224225;0.7810054411446458;0.762846925109448;0.92;0.7358490566037735
0.24324324324324323;0.7811160631442176;0.763525111515942;0.92;0.7358490566037735
0.24424424424424424;0.7812266851437893;0.7642032979224361;0.92;0.7358490566037735
0.24524524524524524;0.7813373071433611;0.764678340372798;0.92;0.7357386288531997
0.24624624624624625;0.7814479291429329;0.7645719714299899;0.92;0.7353121496013748
0.24724724724724725;0.7815585511425047;0.7644656024871819;0.92;0.7348856703495499
0.24824824824824826;0.7816691731420765;0.7643592335443737;0.92;0.734459191097725
0.24924924924924924;0.7817797951416483;0.7642528646015656;0.92;0.7340327118459
0.2502502502502503;0.7818904171412201;0.7641464956587575;0.92;0.733606232594075
0.25125125125125125;0.7820010391407919;0.7640401267159495;0.92;0.73317975334225
0.25225225225225223;0.7821116611403636;0.7639337577731413;0.92;0.7327532740904251
0.25325325325325326;0.7822222831399354;0.7638273888303332;0.92;0.7323267948386002
